สถานี,วันที่-เวลา,pH,DO,EC,Temp
กระทุ่มแบน จ.สมุทรสาคร (117),5 ส.ค.2558 22:00,8.4,0.6,779.9,29.8
กระทุ่มแบน จ.สมุทรสาคร (117),5 ส.ค.2558 22:30,8.4,0.7,775.2,29.7
กระทุ่มแบน จ.สมุทรสาคร (117),5 ส.ค.2558 23:00,8.4,0.7,770.6,29.7
กระทุ่มแบน จ.สมุทรสาคร (117),5 ส.ค.2558 23:30,8.4,0.8,770.3,29.7
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 00:00,8.4,0.8,763.5,29.5
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 00:30,8.4,0.9,778,29.5
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 01:00,8.4,0.8,772.8,29.5
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 01:30,8.4,0.9,763.5,29.3
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 02:00,8.4,1,771,29.2
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 02:30,8.4,1,766.2,29.1
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 03:00,8.4,1.1,769.2,29.1
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 03:30,8.4,0.7,766.7,29.1
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 04:00,8.4,0.3,766,29
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 04:30,8.4,0.3,762.8,29
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 05:00,8.4,0.5,758.5,28.9
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 05:30,8.4,0.8,761.1,28.9
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 06:00,8.4,0.2,756.4,28.8
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 06:30,8.4,0.9,755.3,28.7
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 07:00,8.4,0.9,758.8,28.8
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 07:30,8.4,0.8,757.2,29
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 08:00,8.4,0.5,749.1,29.3
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 08:30,8.4,0.2,736.7,29.6
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 09:00,8.5,0.6,732.7,30.1
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 09:30,8.5,1.3,724.8,30.6
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 10:00,8.5,1.6,709.6,31.1
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 10:30,8.5,1.3,689.2,31.4
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 11:00,8.5,1.4,691.2,31.9
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 11:30,8.6,1.5,684.1,32.6
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 12:00,8.5,1.1,670.6,32.9
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 12:30,8.5,1,677.1,33.1
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 13:00,8.5,1.3,662.1,33.3
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 13:30,8.5,1.4,660.8,33.2
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 14:00,8.6,1.3,681,33.6
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 14:30,8.6,0.9,666.8,34
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 15:00,8.7,0.9,670.5,34.9
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 15:30,8.6,0.6,644.3,35.7
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 16:00,8.5,0.3,595.9,35.5
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 16:30,8.5,0.2,597.9,35.2
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 17:00,8.5,0.3,582.8,34.4
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 17:30,8.6,1.5,592.4,33.6
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 18:00,8.5,0.6,608.4,33
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 18:30,8.5,0.7,603.9,32.7
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 19:00,8.5,0.7,606.5,32.2
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 19:30,8.5,0.8,610.8,31.7
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 20:00,8.5,1,610.5,31.4
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 20:30,8.5,1,605.4,31.2
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 21:00,8.5,1.1,612.3,31
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 21:30,8.5,1.2,607.2,31.3
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 22:00,8.5,1.3,602.1,31.3
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 22:30,8.5,1.5,598.4,31.2
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 23:00,8.5,1.6,590.7,31
กระทุ่มแบน จ.สมุทรสาคร (117),6 ส.ค.2558 23:30,8.5,1.6,600,31
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 00:00,8.5,1.4,589.7,30.8
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 00:30,8.5,1.6,589.8,30.7
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 01:00,8.5,1.5,580.6,30.5
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 01:30,8.5,2,581.7,30.3
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 02:00,8.5,2,581.5,30.1
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 02:30,8.5,2.1,588.9,30
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 03:00,8.5,2.1,579.7,29.7
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 03:30,8.5,1.9,586.4,29.7
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 04:00,8.5,1.3,584.6,29.6
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 04:30,8.5,1.9,574.2,29.5
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 05:00,8.5,2.3,572.7,29.4
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 05:30,8.5,2.5,571.3,29.3
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 06:00,8.5,2.2,570.8,29.3
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 06:30,8.5,2,577.2,29.3
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 07:00,8.5,1,572.4,29.4
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 07:30,8.5,1.1,566.2,29.6
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 08:00,8.5,1.4,555.6,29.8
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 08:30,8.5,1.7,547.6,29.7
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 09:00,8.5,1.3,544.9,30
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 09:30,8.5,1.2,538.9,30.3
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 10:00,8.6,1.2,525.7,30.7
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 10:30,8.6,1.3,521.7,31.3
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 11:00,8.6,1.8,509.4,31.8
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 11:30,8.6,2.5,506.9,32.3
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 12:00,8.6,2.8,496.4,32.6
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 12:30,8.6,3.2,492.3,32.9
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 13:00,8.6,3.1,489.3,33.1
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 13:30,8.6,3.2,495.1,33.4
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 14:00,8.6,2.8,454.3,33.8
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 14:30,8.6,1.9,441.4,33.6
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 15:00,8.6,2.7,447,34
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 15:30,8.7,2.3,453.4,34.9
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 16:00,8.6,1.9,421.4,35.7
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 16:30,8.6,1.1,355.5,36.4
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 17:00,8.6,0.8,230.3,35.6
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 17:30,8.5,0.8,182.7,34.4
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 18:00,8.6,2.6,182.4,33.9
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 18:30,8.5,1.3,181.4,32.8
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 19:00,8.5,1.3,191.9,31.9
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 19:30,8.5,1.4,205.1,31.4
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 20:00,8.5,1.5,220.6,31
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 20:30,8.5,1.5,235.3,30.8
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 21:00,8.5,1.6,267,30.8
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 21:30,8.5,1.7,289.2,31.2
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 22:00,8.5,1.8,303.9,31.2
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 22:30,8.5,1.9,312.8,31.2
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 23:00,8.5,2,311.3,31.1
กระทุ่มแบน จ.สมุทรสาคร (117),7 ส.ค.2558 23:30,8.5,2.1,307.2,30.9
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 00:00,8.5,2.1,302.9,30.8
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 00:30,8.5,2.1,285.5,30.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 01:00,8.5,2.3,255.4,30.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 01:30,8.5,2.3,241.8,30.5
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 02:00,8.5,2.4,236.3,30.4
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 02:30,8.5,2.5,231.5,30.4
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 03:00,8.5,2.6,226,30.3
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 03:30,8.5,2.7,222.9,30.2
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 04:00,8.5,2.6,218.7,30
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 04:30,8.5,2.7,216.2,30
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 05:00,8.5,2.8,212.5,29.8
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 05:30,8.5,2.8,210.5,29.8
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 06:00,8.5,2.3,207.7,29.7
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 06:30,8.5,2.3,206.7,29.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 07:00,8.5,2.4,205.6,29.5
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 07:30,8.5,2.8,205.1,29.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 08:00,8.5,2.4,203.1,29.7
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 08:30,8.5,2.1,196.5,29.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 09:00,8.5,1.8,192.7,29.9
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 09:30,8.5,1.6,186.2,30.1
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 10:00,8.5,1.4,180.1,30.5
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 10:30,8.6,2,172.4,31
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 11:00,8.6,2.6,162.3,31.4
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 11:30,8.6,3.3,153.5,31.9
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 12:00,8.6,3.5,143.9,32.1
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 12:30,8.6,3.7,136.9,32.3
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 13:00,8.6,3.9,133.3,32.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 13:30,8.6,3.9,131,32.9
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 14:00,8.6,3.5,125.4,32.9
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 14:30,8.7,3,121.8,32.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 15:00,8.7,3.4,130.8,33
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 15:30,8.6,2,121.1,32.4
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 16:00,8.6,2.1,124.6,31.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 16:30,8.5,1.7,134.5,31.4
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 17:00,8.5,1.7,141.7,31.5
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 17:30,8.5,1.7,141.7,31.4
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 18:00,8.5,1.8,141,31
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 18:30,8.5,1.9,143.8,30.7
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 19:00,8.5,1.9,147.4,30.5
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 19:30,8.5,1.9,151.4,30.4
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 20:00,8.5,2,154.5,30.3
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 20:30,8.5,2,156.3,30.2
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 21:00,8.5,2.1,158.2,30.2
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 21:30,8.5,2.2,159.1,30.5
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 22:00,8.6,2.2,155,30.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 22:30,8.6,2.4,150.5,30.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 23:00,8.6,2.4,147.5,30.6
กระทุ่มแบน จ.สมุทรสาคร (117),8 ส.ค.2558 23:30,8.6,2.7,145.9,30.6
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 00:00,8.6,2.6,144.4,30.4
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 00:30,8.6,2.7,143.6,30.4
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 01:00,8.6,2.7,142.8,30.2
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 01:30,8.6,2.8,143.7,30
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 02:00,8.6,2.7,145.1,30
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 02:30,8.6,2.4,145.6,29.8
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 03:00,8.5,2.8,147.5,29.6
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 03:30,8.5,2.8,149.6,29.6
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 04:00,8.6,2.8,149.6,29.5
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 04:30,8.6,2.8,149.8,29.4
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 05:00,8.6,2.8,150,29.3
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 05:30,8.6,2.4,148.5,29.2
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 06:00,8.6,2.9,148.6,29.1
กระทุ่มแบน จ.สมุทรสาคร (117),9 ส.ค.2558 06:30,8.6,2.4,148.4,29
